4	34			
H.264	1024	1.6	1	2.60
H.264	1024	1.0	1	1.61
H.264	1024	10.6	10	1.49
H.264	1024	13.2	10	1.36
H.264	1024	13.8	10	4.25
H.264	1024	8.9	10	2.26
H.264	1024	11.6	10	1.25
H.264	1024	0.0	10	4.02
H.264	1024	0.0	10	4.03
H.264	1024	0.5	10	4.89
H.264	1024	0.4	10	3.86
H.264	1024	0.0	10	4.60
H.264	1024	3.1	25	2.11
H.264	1024	11.1	25	1.15
H.264	1024	1.4	25	4.69
H.264	1024	2.7	25	4.00
H.264	1024	0.0	25	4.60
H.264	1024	0.0	25	4.02
H.264	1024	0.0	25	4.03
H.264	512	0.0	1	4.99
H.264	512	0.0	1	4.00
H.264	512	2.4	5	3.05
H.264	512	0.0	5	3.49
H.264	512	1.4	5	4.71
H.264	512	3.1	5	3.30
H.264	512	0.0	5	4.00
H.264	512	12.9	1	1.00
H.264	512	8.8	1	1.01
H.264	512	9.9	1	2.60
H.264	512	9.0	1	1.46
H.264	512	11.2	1	1.45
H.264	512	0.0	10	3.98
H.264	512	0.0	10	3.49
H.264	512	0.0	10	5.00

